#,No.,Name,Laps,Lead,Lap Tm,Spd,Elapsed Tm,Passing Tm,Hits,Strength,Noise,Photocell Time,Transponder,Backup Tx,Backup Passing Tm,Class
1,,Green Flag,,,,,0,10:01:56.779,,,,,,,,
1507,22,Reinis Avens 22,21,108,30:11.927,5,5:22:08.312,15:24:05.091,84,159,46,,TN-05564,0,,M
1508,28,Ymte Sijbrandij 28,104,108,3:21.424,"44,7",5:22:21.141,15:24:17.920,39,148,36,,FL-59825,0,,M
1509,24,Peter Coppens 24,84,108,3:32.227,"42,4",5:22:24.148,15:24:20.927,33,124,41,,FL-79890,0,,M
1510,7,Swannette Tempelman 7,84,108,4:31.808,"33,1",5:22:34.175,15:24:30.954,57,172,42,,HL-85304,0,,F
1511,40,Alexander Kamminga 40,75,108,4:13.536,"35,5",5:22:42.713,15:24:39.492,33,135,44,,SW-51561,0,,M
1512,11,Piet Kaagman 11,46,108,3:08.597,"47,7",5:22:47.472,15:24:44.251,28,174,51,,TT-76200,0,,M
1513,21,Vladimir 21,32,108,4:35.002,"32,7",5:22:53.688,15:24:50.467,56,152,54,,TK-75384,0,,M
1514,46,Xander Niezing 46,41,108,3:39.675,41,5:23:36.009,15:25:32.788,38,125,40,,CV-94540,0,,M
1515,31,Peter Haan 31,41,108,3:28.118,"43,2",5:23:38.176,15:25:34.955,24,165,40,,SW-67991,0,,M
1516,13,Daniel Fenn 13,109,109,2:52.800,"52,1",5:23:40.057,15:25:36.836,41,163,40,,RS-44911,0,,M
1517,32,Heinz Bentlage 32,24,109,4:17.042,35,5:23:40.567,15:25:37.346,50,164,40,,LS-77829,0,,M
1518,8,Otmar Buchert 8,24,109,6:06.506,"24,6",5:23:40.819,15:25:37.598,49,158,40,,RR-17418,0,,M
1519,25,Ulrich Bentlage 25,34,109,6:01.466,"24,9",5:23:40.940,15:25:37.719,52,151,40,,TS-92224,0,,M
1520,6,Bernhard Böhler 6,86,109,2:57.965,"50,6",5:23:47.987,15:25:44.766,32,187,42,,TH-71610,0,,M
1521,30,Bo Gustavsson 30,95,109,3:38.303,"41,2",5:24:00.831,15:25:57.610,46,119,41,,CK-85561,0,,M
1522,41,Hanno Habighorst 41,95,109,3:13.231,"46,6",5:24:03.793,15:26:00.572,38,105,41,,FL-67553,0,,M
1523,12,Nici Walde 12,107,109,3:10.938,"47,1",5:24:16.487,15:26:13.266,46,125,44,,RS-39204,0,,F
1524,15,Alexander Lechtenberg 15,24,109,5:58.623,"25,1",5:24:20.585,15:26:17.364,51,134,44,,FL-68490,0,,M
1525,35,Maarten Sijbrandij 35,84,109,4:05.580,"36,6",5:24:48.236,15:26:45.015,50,185,35,,FX-12737,0,,M
1526,16,Harry Lieben 16,33,109,3:13.024,"46,6",5:25:20.942,15:27:17.721,47,124,27,,SP-58826,0,,M
1527,1,Christian Winkgen 1,90,109,4:02.332,"37,1",5:25:39.780,15:27:36.559,29,158,27,,FR-20127,0,,M
1528,14,Kerstin Lechtenberg 14,24,109,6:25.082,"23,4",5:25:41.003,15:27:37.782,46,147,27,,TW-27175,0,,F
1529,28,Ymte Sijbrandij 28,105,109,3:22.508,"44,4",5:25:43.649,15:27:40.428,45,147,27,,FL-59825,0,,M
1530,24,Peter Coppens 24,85,109,3:34.012,"42,1",5:25:58.160,15:27:54.939,41,123,33,,FL-79890,0,,M
1531,11,Piet Kaagman 11,47,109,3:12.572,"46,7",5:26:00.044,15:27:56.823,42,173,33,,TT-76200,0,,M
1532,3,Peter Welk 3,34,109,4:25.003,34,5:26:26.758,15:28:23.537,54,140,30,,RG-24042,0,,M
1533,22,Reinis Avens 22,22,109,4:19.084,"34,7",5:26:27.396,15:28:24.175,55,145,30,,TN-05564,0,,M
1534,13,Daniel Fenn 13,110,110,2:58.195,"50,5",5:26:38.252,15:28:35.031,43,168,33,,RS-44911,0,,M
1535,6,Bernhard Böhler 6,87,110,3:03.523,49,5:26:51.510,15:28:48.289,31,213,34,,TH-71610,0,,M
1536,40,Alexander Kamminga 40,76,110,4:10.685,"35,9",5:26:53.398,15:28:50.177,47,145,36,,SW-51561,0,,M
1537,7,Swannette Tempelman 7,85,110,4:22.244,"34,3",5:26:56.419,15:28:53.198,57,172,36,,HL-85304,0,,F
1538,31,Peter Haan 31,42,110,3:27.284,"43,4",5:27:05.460,15:29:02.239,27,159,36,,SW-67991,0,,M
1539,46,Xander Niezing 46,42,110,3:41.635,"40,6",5:27:17.644,15:29:14.423,41,130,34,,CV-94540,0,,M
1540,41,Hanno Habighorst 41,96,110,3:14.091,"46,4",5:27:17.884,15:29:14.663,46,100,34,,FL-67553,0,,M
1541,12,Nici Walde 12,108,110,3:10.173,"47,3",5:27:26.660,15:29:23.439,51,126,29,,RS-39204,0,,F
1542,21,Vladimir 21,33,110,4:43.375,"31,8",5:27:37.063,15:29:33.842,59,154,31,,TK-75384,0,,M
1543,30,Bo Gustavsson 30,96,110,3:39.848,"40,9",5:27:40.679,15:29:37.458,56,117,32,,CK-85561,0,,M
1544,32,Heinz Bentlage 32,25,110,4:07.277,"36,4",5:27:47.844,15:29:44.623,53,169,30,,LS-77829,0,,M
1545,25,Ulrich Bentlage 25,35,110,4:07.369,"36,4",5:27:48.309,15:29:45.088,55,155,30,,TS-92224,0,,M
1546,16,Harry Lieben 16,34,110,3:14.159,"46,4",5:28:35.101,15:30:31.880,50,127,31,,SP-58826,0,,M
1547,35,Maarten Sijbrandij 35,85,110,4:06.785,"36,5",5:28:55.021,15:30:51.800,50,182,31,,FX-12737,0,,M
1548,1,Christian Winkgen 1,91,110,3:22.207,"44,5",5:29:01.987,15:30:58.766,30,159,37,,FR-20127,0,,M
1549,28,Ymte Sijbrandij 28,106,110,3:25.997,"43,7",5:29:09.646,15:31:06.425,44,147,34,,FL-59825,0,,M
1550,11,Piet Kaagman 11,48,110,3:15.819,46,5:29:15.863,15:31:12.642,35,172,33,,TT-76200,0,,M
1551,24,Peter Coppens 24,86,110,3:34.617,"41,9",5:29:32.777,15:31:29.556,42,124,34,,FL-79890,0,,M
1552,13,Daniel Fenn 13,111,111,2:59.760,"50,1",5:29:38.012,15:31:34.791,44,162,29,,RS-44911,0,,M
1553,8,Otmar Buchert 8,25,111,6:06.922,"24,5",5:29:47.741,15:31:44.520,51,149,26,,RR-17418,0,,M
1554,6,Bernhard Böhler 6,88,111,3:13.527,"46,5",5:30:05.037,15:32:01.816,37,201,28,,TH-71610,0,,M
1555,22,Reinis Avens 22,23,111,3:48.971,"39,3",5:30:16.367,15:32:13.146,54,144,26,,TN-05564,0,,M
1556,3,Peter Welk 3,35,111,4:05.156,"36,7",5:30:31.914,15:32:28.693,56,137,26,,RG-24042,0,,M
1557,41,Hanno Habighorst 41,97,111,3:14.432,"46,3",5:30:32.316,15:32:29.095,55,99,26,,FL-67553,0,,M
1558,12,Nici Walde 12,109,111,3:10.682,"47,2",5:30:37.342,15:32:34.121,52,124,24,,RS-39204,0,,F
1559,31,Peter Haan 31,43,111,3:43.197,"40,3",5:30:48.657,15:32:45.436,26,170,26,,SW-67991,0,,M
1560,46,Xander Niezing 46,43,111,3:39.043,"41,1",5:30:56.687,15:32:53.466,41,123,26,,CV-94540,0,,M
1561,40,Alexander Kamminga 40,77,111,4:11.133,"35,8",5:31:04.531,15:33:01.310,52,145,25,,SW-51561,0,,M
1562,30,Bo Gustavsson 30,97,111,3:36.786,"41,5",5:31:17.465,15:33:14.244,55,118,26,,CK-85561,0,,M
1563,7,Swannette Tempelman 7,86,111,4:40.448,"32,1",5:31:36.867,15:33:33.646,56,172,36,,HL-85304,0,,F
1564,16,Harry Lieben 16,35,111,3:13.965,"46,4",5:31:49.066,15:33:45.845,50,124,26,,SP-58826,0,,M
1565,14,Kerstin Lechtenberg 14,25,111,6:24.492,"23,4",5:32:05.495,15:34:02.274,64,143,31,,TW-27175,0,,F
1566,15,Alexander Lechtenberg 15,25,111,7:46.876,"19,3",5:32:07.461,15:34:04.240,54,130,31,,FL-68490,0,,M
1567,32,Heinz Bentlage 32,26,111,4:19.805,"34,6",5:32:07.649,15:34:04.428,50,160,31,,LS-77829,0,,M
1568,25,Ulrich Bentlage 25,36,111,4:19.652,"34,7",5:32:07.961,15:34:04.740,54,149,31,,TS-92224,0,,M
1569,21,Vladimir 21,34,111,4:43.819,"31,7",5:32:20.882,15:34:17.661,57,151,31,,TK-75384,0,,M
1570,1,Christian Winkgen 1,92,111,3:21.916,"44,6",5:32:23.903,15:34:20.682,31,159,31,,FR-20127,0,,M
1571,28,Ymte Sijbrandij 28,107,111,3:22.274,"44,5",5:32:31.920,15:34:28.699,46,146,31,,FL-59825,0,,M
1572,13,Daniel Fenn 13,112,112,2:54.295,"51,6",5:32:32.307,15:34:29.086,43,166,31,,RS-44911,0,,M
1573,11,Piet Kaagman 11,49,112,3:16.774,"45,7",5:32:32.637,15:34:29.416,33,169,31,,TT-76200,0,,M
1574,35,Maarten Sijbrandij 35,86,112,4:06.423,"36,5",5:33:01.444,15:34:58.223,50,184,26,,FX-12737,0,,M
1575,24,Peter Coppens 24,87,112,3:31.238,"42,6",5:33:04.015,15:35:00.794,50,126,26,,FL-79890,0,,M
1576,6,Bernhard Böhler 6,89,112,3:20.416,"44,9",5:33:25.453,15:35:22.232,37,215,26,,TH-71610,0,,M
1577,12,Nici Walde 12,110,112,3:06.529,"48,2",5:33:43.871,15:35:40.650,50,126,26,,RS-39204,0,,F
1578,41,Hanno Habighorst 41,98,112,3:13.831,"46,4",5:33:46.147,15:35:42.926,53,104,26,,FL-67553,0,,M
1579,22,Reinis Avens 22,24,112,3:53.349,"38,6",5:34:09.716,15:36:06.495,56,145,25,,TN-05564,0,,M
1580,31,Peter Haan 31,44,112,3:28.825,"43,1",5:34:17.482,15:36:14.261,24,162,26,,SW-67991,0,,M
1581,46,Xander Niezing 46,44,112,3:41.382,"40,7",5:34:38.069,15:36:34.848,43,128,26,,CV-94540,0,,M
1582,3,Peter Welk 3,36,112,4:10.246,36,5:34:42.160,15:36:38.939,55,140,25,,RG-24042,0,,M
1583,30,Bo Gustavsson 30,98,112,3:35.571,"41,7",5:34:53.036,15:36:49.815,60,118,26,,CK-85561,0,,M
1584,16,Harry Lieben 16,36,112,3:18.666,"45,3",5:35:07.732,15:37:04.511,55,125,25,,SP-58826,0,,M
1585,40,Alexander Kamminga 40,78,112,4:12.024,"35,7",5:35:16.555,15:37:13.334,50,144,26,,SW-51561,0,,M
1586,13,Daniel Fenn 13,113,113,2:48.684,"53,4",5:35:20.991,15:37:17.770,42,164,26,,RS-44911,0,,M
1587,1,Christian Winkgen 1,93,113,3:17.525,"45,6",5:35:41.428,15:37:38.207,34,162,25,,FR-20127,0,,M
1588,11,Piet Kaagman 11,50,113,3:11.487,47,5:35:44.124,15:37:40.903,45,173,26,,TT-76200,0,,M
1589,28,Ymte Sijbrandij 28,108,113,3:22.342,"44,5",5:35:54.262,15:37:51.041,47,147,26,,FL-59825,0,,M
1590,8,Otmar Buchert 8,26,113,6:07.976,"24,5",5:35:55.717,15:37:52.496,52,154,26,,RR-17418,0,,M
1591,7,Swannette Tempelman 7,87,113,4:36.995,"32,5",5:36:13.862,15:38:10.641,61,173,24,,HL-85304,0,,F
1592,32,Heinz Bentlage 32,27,113,4:21.966,"34,4",5:36:29.615,15:38:26.394,54,171,27,,LS-77829,0,,M
1593,25,Ulrich Bentlage 25,37,113,4:22.036,"34,3",5:36:29.997,15:38:26.776,55,155,27,,TS-92224,0,,M
1594,24,Peter Coppens 24,88,113,3:30.709,"42,7",5:36:34.724,15:38:31.503,48,125,28,,FL-79890,0,,M
1595,6,Bernhard Böhler 6,90,113,3:18.999,"45,2",5:36:44.452,15:38:41.231,39,211,26,,TH-71610,0,,M
1596,12,Nici Walde 12,111,113,3:07.493,48,5:36:51.364,15:38:48.143,51,125,25,,RS-39204,0,,F
1597,41,Hanno Habighorst 41,99,113,3:19.038,"45,2",5:37:05.185,15:39:01.964,50,105,27,,FL-67553,0,,M
1598,35,Maarten Sijbrandij 35,87,113,4:18.547,"34,8",5:37:19.991,15:39:16.770,51,184,30,,FX-12737,0,,M
1599,21,Vladimir 21,35,113,5:01.085,"29,9",5:37:21.967,15:39:18.746,60,155,30,,TK-75384,0,,M
1600,31,Peter Haan 31,45,113,3:25.407,"43,8",5:37:42.889,15:39:39.668,24,161,26,,SW-67991,0,,M
1601,22,Reinis Avens 22,25,113,3:59.946,"37,5",5:38:09.662,15:40:06.441,54,145,31,,TN-05564,0,,M
1602,13,Daniel Fenn 13,114,114,2:53.516,"51,9",5:38:14.507,15:40:11.286,42,167,32,,RS-44911,0,,M
1603,16,Harry Lieben 16,37,114,3:17.733,"45,5",5:38:25.465,15:40:22.244,50,124,28,,SP-58826,0,,M
1604,46,Xander Niezing 46,45,114,3:48.527,"39,4",5:38:26.596,15:40:23.375,43,122,28,,CV-94540,0,,M
1605,30,Bo Gustavsson 30,99,114,3:36.489,"41,6",5:38:29.525,15:40:26.304,55,119,29,,CK-85561,0,,M
1606,14,Kerstin Lechtenberg 14,26,114,6:47.717,"22,1",5:38:53.212,15:40:49.991,61,136,30,,TW-27175,0,,F
1607,15,Alexander Lechtenberg 15,26,114,6:46.000,"22,2",5:38:53.461,15:40:50.240,54,121,30,,FL-68490,0,,M
1608,3,Peter Welk 3,37,114,4:13.704,"35,5",5:38:55.864,15:40:52.643,54,141,29,,RG-24042,0,,M
1609,1,Christian Winkgen 1,94,114,3:18.413,"45,4",5:38:59.841,15:40:56.620,28,156,28,,FR-20127,0,,M
1610,11,Piet Kaagman 11,51,114,3:17.369,"45,6",5:39:01.493,15:40:58.272,41,171,28,,TT-76200,0,,M
1611,28,Ymte Sijbrandij 28,109,114,3:31.118,"42,6",5:39:25.380,15:41:22.159,47,146,27,,FL-59825,0,,M
1612,40,Alexander Kamminga 40,79,114,4:14.838,"35,3",5:39:31.393,15:41:28.172,52,145,27,,SW-51561,0,,M
1613,6,Bernhard Böhler 6,91,114,3:10.426,"47,3",5:39:54.878,15:41:51.657,38,228,27,,TH-71610,0,,M
1614,12,Nici Walde 12,112,114,3:04.126,"48,9",5:39:55.490,15:41:52.269,46,123,26,,RS-39204,0,,F
1615,24,Peter Coppens 24,89,114,3:31.052,"42,6",5:40:05.776,15:42:02.555,46,124,29,,FL-79890,0,,M
1616,41,Hanno Habighorst 41,100,114,3:22.176,"44,5",5:40:27.361,15:42:24.140,39,105,34,,FL-67553,0,,M
1617,7,Swannette Tempelman 7,88,114,4:26.965,"33,7",5:40:40.827,15:42:37.606,59,173,31,,HL-85304,0,,F
1618,25,Ulrich Bentlage 25,38,114,4:35.650,"32,7",5:41:05.647,15:43:02.426,55,156,35,,TS-92224,0,,M
1619,13,Daniel Fenn 13,115,115,2:58.825,"50,3",5:41:13.332,15:43:10.111,44,164,34,,RS-44911,0,,M
1620,31,Peter Haan 31,46,115,3:31.237,"42,6",5:41:14.126,15:43:10.905,25,161,34,,SW-67991,0,,M
1621,35,Maarten Sijbrandij 35,88,115,4:16.108,"35,1",5:41:36.099,15:43:32.878,49,185,42,,FX-12737,0,,M
1622,16,Harry Lieben 16,38,115,3:15.567,46,5:41:41.032,15:43:37.811,28,126,41,,SP-58826,0,,M
1623,30,Bo Gustavsson 30,100,115,3:33.997,"42,1",5:42:03.522,15:44:00.301,44,118,41,,CK-85561,0,,M
1624,46,Xander Niezing 46,46,115,3:41.080,"40,7",5:42:07.676,15:44:04.455,35,124,42,,CV-94540,0,,M
1625,22,Reinis Avens 22,26,115,4:01.100,"37,3",5:42:10.762,15:44:07.541,52,145,42,,TN-05564,0,,M
1626,11,Piet Kaagman 11,52,115,3:14.722,"46,2",5:42:16.215,15:44:12.994,30,173,38,,TT-76200,0,,M
1627,1,Christian Winkgen 1,95,115,3:18.660,"45,3",5:42:18.501,15:44:15.280,27,160,43,,FR-20127,0,,M
1628,21,Vladimir 21,36,115,4:58.511,"30,1",5:42:20.478,15:44:17.257,58,156,43,,TK-75384,0,,M
1629,28,Ymte Sijbrandij 28,110,115,3:27.091,"43,5",5:42:52.471,15:44:49.250,43,146,42,,FL-59825,0,,M
1630,12,Nici Walde 12,113,115,2:59.214,"50,2",5:42:54.704,15:44:51.483,47,126,42,,RS-39204,0,,F
1631,6,Bernhard Böhler 6,92,115,3:05.355,"48,6",5:43:00.233,15:44:57.012,30,217,43,,TH-71610,0,,M
1632,3,Peter Welk 3,38,115,4:13.660,"35,5",5:43:09.524,15:45:06.303,52,139,43,,RG-24042,0,,M
1633,24,Peter Coppens 24,90,115,3:32.538,"42,3",5:43:38.314,15:45:35.093,42,126,34,,FL-79890,0,,M
1634,40,Alexander Kamminga 40,80,115,4:17.394,35,5:43:48.787,15:45:45.566,49,148,32,,SW-51561,0,,M
1635,41,Hanno Habighorst 41,101,115,3:25.279,"43,8",5:43:52.640,15:45:49.419,41,105,32,,FL-67553,0,,M
1636,13,Daniel Fenn 13,116,116,2:54.993,"51,4",5:44:08.325,15:46:05.104,43,164,32,,RS-44911,0,,M
1637,31,Peter Haan 31,47,116,3:33.078,"42,2",5:44:47.204,15:46:43.983,26,161,30,,SW-67991,0,,M
1638,16,Harry Lieben 16,39,116,3:17.955,"45,5",5:44:58.987,15:46:55.766,48,125,34,,SP-58826,0,,M
1639,7,Swannette Tempelman 7,89,116,4:40.468,"32,1",5:45:21.295,15:47:18.074,58,173,36,,HL-85304,0,,F
1640,11,Piet Kaagman 11,53,116,3:10.252,"47,3",5:45:26.467,15:47:23.246,39,176,32,,TT-76200,0,,M
1641,1,Christian Winkgen 1,96,116,3:13.118,"46,6",5:45:31.619,15:47:28.398,30,159,32,,FR-20127,0,,M
1642,35,Maarten Sijbrandij 35,89,116,4:03.437,37,5:45:39.536,15:47:36.315,48,184,34,,FX-12737,0,,M
1643,30,Bo Gustavsson 30,101,116,3:38.551,"41,2",5:45:42.073,15:47:38.852,42,117,34,,CK-85561,0,,M
1644,25,Ulrich Bentlage 25,39,116,4:41.054,32,5:45:46.701,15:47:43.480,57,159,39,,TS-92224,0,,M
1645,14,Kerstin Lechtenberg 14,27,116,6:54.397,"21,7",5:45:47.609,15:47:44.388,59,135,39,,TW-27175,0,,F
1646,15,Alexander Lechtenberg 15,27,116,6:54.698,"21,7",5:45:48.159,15:47:44.938,52,121,39,,FL-68490,0,,M
1647,46,Xander Niezing 46,47,116,3:40.975,"40,7",5:45:48.651,15:47:45.430,41,137,39,,CV-94540,0,,M
1648,12,Nici Walde 12,114,116,3:04.854,"48,7",5:45:59.558,15:47:56.337,46,125,40,,RS-39204,0,,F
1649,6,Bernhard Böhler 6,93,116,3:00.994,"49,7",5:46:01.227,15:47:58.006,30,213,40,,TH-71610,0,,M
1650,8,Otmar Buchert 8,27,116,10:10.382,"14,7",5:46:06.099,15:48:02.878,47,156,39,,RR-17418,0,,M
1651,22,Reinis Avens 22,27,116,3:57.680,"37,9",5:46:08.442,15:48:05.221,54,146,39,,TN-05564,0,,M
1652,28,Ymte Sijbrandij 28,111,116,3:29.411,43,5:46:21.882,15:48:18.661,47,147,42,,FL-59825,0,,M
1653,13,Daniel Fenn 13,117,117,2:53.368,"51,9",5:47:01.693,15:48:58.472,42,166,35,,RS-44911,0,,M
1654,21,Vladimir 21,37,117,4:48.492,"31,2",5:47:08.970,15:49:05.749,59,155,33,,TK-75384,0,,M
1655,41,Hanno Habighorst 41,102,117,3:17.805,"45,5",5:47:10.445,15:49:07.224,41,101,32,,FL-67553,0,,M
1656,24,Peter Coppens 24,91,117,3:32.880,"42,3",5:47:11.194,15:49:07.973,44,128,32,,FL-79890,0,,M
1657,3,Peter Welk 3,39,117,4:13.705,"35,5",5:47:23.229,15:49:20.008,51,142,37,,RG-24042,0,,M
1658,40,Alexander Kamminga 40,81,117,4:21.239,"34,5",5:48:10.026,15:50:06.805,44,135,37,,SW-51561,0,,M
1659,16,Harry Lieben 16,40,117,3:17.261,"45,6",5:48:16.248,15:50:13.027,49,124,39,,SP-58826,0,,M
1660,31,Peter Haan 31,48,117,3:29.474,43,5:48:16.678,15:50:13.457,23,172,39,,SW-67991,0,,M
1661,11,Piet Kaagman 11,54,117,3:17.672,"45,5",5:48:44.139,15:50:40.918,40,174,26,,TT-76200,0,,M
1662,1,Christian Winkgen 1,97,117,3:28.720,"43,1",5:49:00.339,15:50:57.118,30,161,29,,FR-20127,0,,M
1663,12,Nici Walde 12,115,117,3:05.247,"48,6",5:49:04.805,15:51:01.584,49,125,30,,RS-39204,0,,F
1664,6,Bernhard Böhler 6,94,117,3:04.411,"48,8",5:49:05.638,15:51:02.417,33,213,30,,TH-71610,0,,M
1665,30,Bo Gustavsson 30,102,117,3:37.381,"41,4",5:49:19.454,15:51:16.233,59,118,30,,CK-85561,0,,M
1666,46,Xander Niezing 46,48,117,3:36.741,"41,5",5:49:25.392,15:51:22.171,41,126,29,,CV-94540,0,,M
1667,35,Maarten Sijbrandij 35,90,117,4:00.821,"37,4",5:49:40.357,15:51:37.136,52,186,26,,FX-12737,0,,M
1668,28,Ymte Sijbrandij 28,112,117,3:26.198,"43,6",5:49:48.080,15:51:44.859,47,148,27,,FL-59825,0,,M
1669,13,Daniel Fenn 13,118,118,2:52.022,"52,3",5:49:53.715,15:51:50.494,44,166,27,,RS-44911,0,,M
1670,7,Swannette Tempelman 7,90,118,4:33.923,"32,9",5:49:55.218,15:51:51.997,58,172,27,,HL-85304,0,,F
1671,22,Reinis Avens 22,28,118,3:58.066,"37,8",5:50:06.508,15:52:03.287,56,146,30,,TN-05564,0,,M
1672,25,Ulrich Bentlage 25,40,118,4:40.839,32,5:50:27.540,15:52:24.319,58,157,26,,TS-92224,0,,M
1673,41,Hanno Habighorst 41,103,118,3:17.782,"45,5",5:50:28.227,15:52:25.006,54,104,26,,FL-67553,0,,M
1674,24,Peter Coppens 24,92,118,3:32.834,"42,3",5:50:44.028,15:52:40.807,46,126,29,,FL-79890,0,,M
1675,16,Harry Lieben 16,41,118,3:15.284,"46,1",5:51:31.532,15:53:28.311,54,125,30,,SP-58826,0,,M
1676,3,Peter Welk 3,40,118,4:13.297,"35,5",5:51:36.526,15:53:33.305,56,139,30,,RG-24042,0,,M
1677,31,Peter Haan 31,49,118,3:28.189,"43,2",5:51:44.867,15:53:41.646,28,164,24,,SW-67991,0,,M
1678,21,Vladimir 21,38,118,4:47.929,"31,3",5:51:56.899,15:53:53.678,60,153,29,,TK-75384,0,,M
1679,11,Piet Kaagman 11,55,118,3:20.773,"44,8",5:52:04.912,15:54:01.691,40,172,27,,TT-76200,0,,M
1680,12,Nici Walde 12,116,118,3:01.352,"49,6",5:52:06.157,15:54:02.936,50,126,27,,RS-39204,0,,F
1681,6,Bernhard Böhler 6,95,118,3:02.069,"49,4",5:52:07.707,15:54:04.486,37,215,27,,TH-71610,0,,M
1682,8,Otmar Buchert 8,28,118,6:12.448,"24,2",5:52:18.547,15:54:15.326,65,161,28,,RR-17418,0,,M
1683,40,Alexander Kamminga 40,82,118,4:16.600,"35,1",5:52:26.626,15:54:23.405,52,142,28,,SW-51561,0,,M
1684,1,Christian Winkgen 1,98,118,3:34.239,42,5:52:34.578,15:54:31.357,38,159,24,,FR-20127,0,,M
1685,14,Kerstin Lechtenberg 14,28,118,6:58.504,"21,5",5:52:46.113,15:54:42.892,79,138,24,,TW-27175,0,,F
1686,15,Alexander Lechtenberg 15,28,118,6:58.808,"21,5",5:52:46.967,15:54:43.746,55,121,24,,FL-68490,0,,M
1687,30,Bo Gustavsson 30,103,118,3:28.764,"43,1",5:52:48.218,15:54:44.997,41,120,24,,CK-85561,0,,M
1688,13,Daniel Fenn 13,119,119,2:57.610,"50,7",5:52:51.325,15:54:48.104,44,169,24,,RS-44911,0,,M
1689,46,Xander Niezing 46,49,119,3:40.066,"40,9",5:53:05.458,15:55:02.237,39,122,29,,CV-94540,0,,M
1690,28,Ymte Sijbrandij 28,113,119,3:26.334,"43,6",5:53:14.414,15:55:11.193,49,148,28,,FL-59825,0,,M
1691,41,Hanno Habighorst 41,104,119,3:16.894,"45,7",5:53:45.121,15:55:41.900,37,103,40,,FL-67553,0,,M
1692,35,Maarten Sijbrandij 35,91,119,4:08.146,"36,3",5:53:48.503,15:55:45.282,51,188,40,,FX-12737,0,,M
1693,22,Reinis Avens 22,29,119,3:57.330,"37,9",5:54:03.838,15:56:00.617,58,146,31,,TN-05564,0,,M
1694,24,Peter Coppens 24,93,119,3:31.191,"42,6",5:54:15.219,15:56:11.998,39,126,37,,FL-79890,0,,M
1695,7,Swannette Tempelman 7,91,119,4:37.150,"32,5",5:54:32.368,15:56:29.147,55,172,52,,HL-85304,0,,F
1696,16,Harry Lieben 16,42,119,3:17.911,"45,5",5:54:49.443,15:56:46.222,51,125,46,,SP-58826,0,,M
1697,12,Nici Walde 12,117,119,3:04.635,"48,7",5:55:10.792,15:57:07.571,47,125,24,,RS-39204,0,,F
1698,6,Bernhard Böhler 6,96,119,3:03.821,49,5:55:11.528,15:57:08.307,33,211,24,,TH-71610,0,,M
1699,25,Ulrich Bentlage 25,41,119,4:46.340,"31,4",5:55:13.880,15:57:10.659,62,158,24,,TS-92224,0,,M
1700,31,Peter Haan 31,50,119,3:42.795,"40,4",5:55:27.662,15:57:24.441,26,169,23,,SW-67991,0,,M
1701,11,Piet Kaagman 11,56,119,3:23.807,"44,2",5:55:28.719,15:57:25.498,43,171,23,,TT-76200,0,,M
1702,3,Peter Welk 3,41,119,4:15.752,"35,2",5:55:52.278,15:57:49.057,57,141,25,,RG-24042,0,,M
1703,13,Daniel Fenn 13,120,120,3:05.171,"48,6",5:55:56.496,15:57:53.275,48,166,25,,RS-44911,0,,M
1704,1,Christian Winkgen 1,99,120,3:34.825,"41,9",5:56:09.403,15:58:06.182,38,160,25,,FR-20127,0,,M
1705,30,Bo Gustavsson 30,104,120,3:29.853,"42,9",5:56:18.071,15:58:14.850,52,118,26,,CK-85561,0,,M
1706,40,Alexander Kamminga 40,83,120,4:09.863,36,5:56:36.489,15:58:33.268,51,144,27,,SW-51561,0,,M
1707,28,Ymte Sijbrandij 28,114,120,3:27.643,"43,3",5:56:42.057,15:58:38.836,48,148,26,,FL-59825,0,,M
1708,21,Vladimir 21,39,120,4:51.577,"30,9",5:56:48.476,15:58:45.255,60,155,25,,TK-75384,0,,M
1709,46,Xander Niezing 46,50,120,3:44.667,"40,1",5:56:50.125,15:58:46.904,43,123,25,,CV-94540,0,,M
1710,41,Hanno Habighorst 41,105,120,3:09.015,"47,6",5:56:54.136,15:58:50.915,44,106,24,,FL-67553,0,,M
1711,24,Peter Coppens 24,94,120,3:29.244,43,5:57:44.463,15:59:41.242,49,125,25,,FL-79890,0,,M
1712,22,Reinis Avens 22,30,120,3:59.781,"37,5",5:58:03.619,16:00:00.398,56,145,28,,TN-05564,0,,M
1713,16,Harry Lieben 16,43,120,3:18.523,"45,3",5:58:07.966,16:00:04.745,50,125,26,,SP-58826,0,,M
1714,35,Maarten Sijbrandij 35,92,120,4:24.216,"34,1",5:58:12.719,16:00:09.498,53,183,28,,FX-12737,0,,M
1715,12,Nici Walde 12,118,120,3:05.165,"48,6",5:58:15.957,16:00:12.736,51,125,28,,RS-39204,0,,F
1716,6,Bernhard Böhler 6,97,120,3:05.713,"48,5",5:58:17.241,16:00:14.020,41,217,29,,TH-71610,0,,M
1717,11,Piet Kaagman 11,57,120,3:21.172,"44,7",5:58:49.891,16:00:46.670,36,175,37,,TT-76200,0,,M
1718,13,Daniel Fenn 13,121,121,3:04.029,"48,9",5:59:00.525,16:00:57.304,43,165,33,,RS-44911,0,,M
1719,7,Swannette Tempelman 7,92,121,4:34.623,"32,8",5:59:06.991,16:01:03.770,58,172,32,,HL-85304,0,,F
